year,age_cohort,scenario,population
2039,85+,M3,197375
2040,0-4,M1,275741
2040,0-4,M2,260282
2040,0-4,M3,242156
2040,10-14,M1,298438
2040,10-14,M2,286892
2040,10-14,M3,274986
2040,15-19,M1,325234
2040,15-19,M2,313026
2040,15-19,M3,297713
2040,20-24,M1,358276
2040,20-24,M2,341175
2040,20-24,M3,316411
2040,25-29,M1,420939
2040,25-29,M2,399206
2040,25-29,M3,368706
2040,30-34,M1,444622
2040,30-34,M2,418238
2040,30-34,M3,385081
2040,35-39,M1,423435
2040,35-39,M2,395789
2040,35-39,M3,362068
2040,40-44,M1,419962
2040,40-44,M2,391512
2040,40-44,M3,357845
2040,45-49,M1,408597
2040,45-49,M2,384541
2040,45-49,M3,356432
2040,5-9,M1,283507
2040,5-9,M2,269933
2040,5-9,M3,255241
2040,50-54,M1,424034
2040,50-54,M2,407363
2040,50-54,M3,389052
2040,55-59,M1,453716
2040,55-59,M2,442640
2040,55-59,M3,431899
2040,60-64,M1,414035
2040,60-64,M2,407554
2040,60-64,M3,401044
2040,65-69,M1,369778
2040,65-69,M2,364453
2040,65-69,M3,359079
2040,70-74,M1,312174
2040,70-74,M2,308187
2040,70-74,M3,304193
2040,75-79,M1,261993
2040,75-79,M2,259289
2040,75-79,M3,256677
2040,80-84,M1,191958
2040,80-84,M2,190490
2040,80-84,M3,188950
2040,85+,M1,209440
2040,85+,M2,207730
2040,85+,M3,206151
2041,0-4,M1,277697
2041,0-4,M2,261305
2041,0-4,M3,241807
2041,10-14,M1,296679
2041,10-14,M2,284100
2041,10-14,M3,270986
2041,15-19,M1,323804
2041,15-19,M2,310676
2041,15-19,M3,294425
2041,20-24,M1,350315
2041,20-24,M2,332549
2041,20-24,M3,306947
2041,25-29,M1,414930
2041,25-29,M2,392243
2041,25-29,M3,360141
2041,30-34,M1,453634
2041,30-34,M2,426042
2041,30-34,M3,390715
2041,35-39,M1,431455
2041,35-39,M2,402104
2041,35-39,M3,365920
2041,40-44,M1,426600
2041,40-44,M2,396353
2041,40-44,M3,360217
2041,45-49,M1,407834
2041,45-49,M2,381886
2041,45-49,M3,351298
2041,5-9,M1,283580
2041,5-9,M2,268987
2041,5-9,M3,252851
2041,50-54,M1,420980
2041,50-54,M2,402519
2041,50-54,M3,381806
2041,55-59,M1,449210
2041,55-59,M2,436755
2041,55-59,M3,424396
2041,60-64,M1,428611
2041,60-64,M2,421138
2041,60-64,M3,413733
2041,65-69,M1,375951
2041,65-69,M2,370228
2041,65-69,M3,364386
2041,70-74,M1,320571
2041,70-74,M2,316221
2041,70-74,M3,311809
2041,75-79,M1,267634
2041,75-79,M2,264639
2041,75-79,M3,261728
2041,80-84,M1,198914
2041,80-84,M2,197243
2041,80-84,M3,195504
2041,85+,M1,217928
2041,85+,M2,216077
2041,85+,M3,214343
2042,0-4,M1,280090
2042,0-4,M2,262778
2042,0-4,M3,241910
2042,10-14,M1,295398
2042,10-14,M2,281827
2042,10-14,M3,267480
2042,15-19,M1,320219
2042,15-19,M2,306071
2042,15-19,M3,288785
2042,20-24,M1,346067
2042,20-24,M2,327709
2042,20-24,M3,301378
2042,25-29,M1,407222
2042,25-29,M2,383580
2042,25-29,M3,349971
2042,30-34,M1,459212
2042,30-34,M2,430568
2042,30-34,M3,393181
2042,35-39,M1,439943
2042,35-39,M2,408874
2042,35-39,M3,370287
2042,40-44,M1,432933
2042,40-44,M2,400933
2042,40-44,M3,362298
2042,45-49,M1,410362
2042,45-49,M2,382526
2042,45-49,M3,349466
2042,5-9,M1,283879
2042,5-9,M2,268264
2042,5-9,M3,250684
2042,50-54,M1,417962
2042,50-54,M2,397615
2042,50-54,M3,374436
2042,55-59,M1,443677
2042,55-59,M2,429849
2042,55-59,M3,415734
2042,60-64,M1,442356
2042,60-64,M2,433708
2042,60-64,M3,425226
2042,65-69,M1,380353
2042,65-69,M2,374220
2042,65-69,M3,367901
2042,70-74,M1,330597
2042,70-74,M2,325867
2042,70-74,M3,321041
2042,75-79,M1,273042
2042,75-79,M2,269754
2042,75-79,M3,266515
2042,80-84,M1,206071
2042,80-84,M2,204171
2042,80-84,M3,202220
2042,85+,M1,226913
2042,85+,M2,224911
2042,85+,M3,223005
2043,0-4,M1,282845
2043,0-4,M2,264614
2043,0-4,M3,242378
2043,10-14,M1,294566
2043,10-14,M2,279990
2043,10-14,M3,264345
2043,15-19,M1,315956
2043,15-19,M2,300702
2043,15-19,M3,282286
2043,20-24,M1,344068
2043,20-24,M2,325106
2043,20-24,M3,298053
2043,25-29,M1,398894
2043,25-29,M2,374379
2043,25-29,M3,339456
2043,30-34,M1,459495
2043,30-34,M2,429932
2043,30-34,M3,390675
2043,35-39,M1,451146
2043,35-39,M2,418366
2043,35-39,M3,377349
2043,40-44,M1,438556
2043,40-44,M2,404853
2043,40-44,M3,363685
2043,45-49,M1,416656
2043,45-49,M2,386922
2043,45-49,M3,351426
2043,5-9,M1,284265
2043,5-9,M2,267680
2043,5-9,M3,248703
2043,50-54,M1,415624
2043,50-54,M2,393392
2043,50-54,M3,367748
2043,55-59,M1,437329
2043,55-59,M2,422021
2043,55-59,M3,405965
2043,60-64,M1,453514
2043,60-64,M2,443510
2043,60-64,M3,433764
2043,65-69,M1,384731
2043,65-69,M2,378197
2043,65-69,M3,371381
2043,70-74,M1,340403
2043,70-74,M2,335285
2043,70-74,M3,330041
2043,75-79,M1,278573
2043,75-79,M2,274983
2043,75-79,M3,271396
2043,80-84,M1,213434
2043,80-84,M2,211283
2043,80-84,M3,209102
2043,85+,M1,235549
2043,85+,M2,233388
2043,85+,M3,231304
2044,0-4,M1,285146
2044,0-4,M2,266040
2044,0-4,M3,242478
2044,10-14,M1,294122
2044,10-14,M2,278531
2044,10-14,M3,261522
2044,15-19,M1,313617
2044,15-19,M2,297164
2044,15-19,M3,277526
2044,20-24,M1,340468
2044,20-24,M2,320908
2044,20-24,M3,293138
2044,25-29,M1,390897
2044,25-29,M2,365580
2044,25-29,M3,329530
2044,30-34,M1,457035
2044,30-34,M2,426675
2044,30-34,M3,385728
2044,35-39,M1,462054
2044,35-39,M2,427588
2044,35-39,M3,384116
2044,40-44,M1,444702
2044,40-44,M2,409334
2044,40-44,M3,365610
2044,45-49,M1,425310
2044,45-49,M2,393684
2044,45-49,M3,355787
2044,5-9,M1,285260
2044,5-9,M2,267721
2044,5-9,M3,247364
2044,50-54,M1,414294
2044,50-54,M2,390178
2044,50-54,M3,362059
2044,55-59,M1,430878
2044,55-59,M2,413986
2044,55-59,M3,395810
2044,60-64,M1,458095
2044,60-64,M2,446563
2044,60-64,M3,435374
2044,65-69,M1,393844
2044,65-69,M2,386894
2044,65-69,M3,379556
2044,70-74,M1,349541
2044,70-74,M2,344043
2044,70-74,M3,338372
2044,75-79,M1,283561
2044,75-79,M2,279651
2044,75-79,M3,275692
2044,80-84,M1,220970
2044,80-84,M2,218548
2044,80-84,M3,216123
2044,85+,M1,244322
2044,85+,M2,241994
2044,85+,M3,239717
2045,0-4,M1,286906
2045,0-4,M2,266974
2045,0-4,M3,242142
2045,10-14,M1,293972
2045,10-14,M2,277362
2045,10-14,M3,258922
2045,15-19,M1,311563
2045,15-19,M2,293996
2045,15-19,M3,273109
2045,20-24,M1,337353
2045,20-24,M2,317029
2045,20-24,M3,288490
2045,25-29,M1,383258
2045,25-29,M2,357209
2045,25-29,M3,320216
2045,30-34,M1,452026
2045,30-34,M2,420779
2045,30-34,M3,378217
2045,35-39,M1,472560
2045,35-39,M2,436664
2045,35-39,M3,390821
2045,40-44,M1,451119
2045,40-44,M2,414063
2045,40-44,M3,367844
2045,45-49,M1,433842
2045,45-49,M2,400371
2045,45-49,M3,360028
2045,5-9,M1,286752
2045,5-9,M2,268270
2045,5-9,M3,246535
2045,50-54,M1,412935
2045,50-54,M2,386936
2045,50-54,M3,356334
2045,55-59,M1,427739
2045,55-59,M2,409169
2045,55-59,M3,388701
2045,60-64,M1,455122
2045,60-64,M2,442153
2045,60-64,M3,429399
2045,65-69,M1,407846
2045,65-69,M2,400200
2045,65-69,M3,392255
2045,70-74,M1,355925
2045,70-74,M2,350044
2045,70-74,M3,343936
2045,75-79,M1,290185
2045,75-79,M2,285939
2045,75-79,M3,281588
2045,80-84,M1,228131
2045,80-84,M2,225439
2045,80-84,M3,222764
2045,85+,M1,254455
2045,85+,M2,251923
2045,85+,M3,249433
2046,0-4,M1,288110
2046,0-4,M2,267397
2046,0-4,M3,241346
2046,10-14,M1,294047
2046,10-14,M2,276418
2046,10-14,M3,256537
2046,15-19,M1,309807
2046,15-19,M2,291208
2046,15-19,M3,269115
2046,20-24,M1,335927
2046,20-24,M2,314683
2046,20-24,M3,285211
2046,25-29,M1,375315
2046,25-29,M2,348602
2046,25-29,M3,310771
2046,30-34,M1,446038
2046,30-34,M2,413836
2046,30-34,M3,369674
2046,35-39,M1,481568
2046,35-39,M2,444463
2046,35-39,M3,396453
2046,40-44,M1,459140
2046,40-44,M2,420381
2046,40-44,M3,371706
2046,45-49,M1,440476
2046,45-49,M2,405214
2046,45-49,M3,362413
2046,5-9,M1,288709
2046,5-9,M2,269293
2046,5-9,M3,246186
2046,50-54,M1,412228
2046,50-54,M2,384345
2046,50-54,M3,351276
2046,55-59,M1,424797
2046,55-59,M2,404456
2046,55-59,M3,381607
2046,60-64,M1,450827
2046,60-64,M2,436500
2046,60-64,M3,422149
2046,65-69,M1,422241
2046,65-69,M2,413622
2046,65-69,M3,404803
2046,70-74,M1,362076
2046,70-74,M2,355813
2046,70-74,M3,349257
2046,75-79,M1,298338
2046,75-79,M2,293753
2046,75-79,M3,289010
2046,80-84,M1,233511
2046,80-84,M2,230557
2046,80-84,M3,227617
2046,85+,M1,265067
2046,85+,M2,262292
2046,85+,M3,259556
2047,0-4,M1,288718
2047,0-4,M2,267256
2047,0-4,M3,240042
2047,10-14,M1,294347
2047,10-14,M2,275696
2047,10-14,M3,254370
2047,15-19,M1,308529
2047,15-19,M2,288939
2047,15-19,M3,265611
2047,20-24,M1,332351
2047,20-24,M2,310088
2047,20-24,M3,279579
2047,25-29,M1,371079
2047,25-29,M2,343773
2047,25-29,M3,305214
2047,30-34,M1,438353
2047,30-34,M2,405197
2047,30-34,M3,359527
2047,35-39,M1,487147
2047,35-39,M2,448989
2047,35-39,M3,398923
2047,40-44,M1,467626
2047,40-44,M2,427150
2047,40-44,M3,376079
2047,45-49,M1,446811
2047,45-49,M2,409801
2047,45-49,M3,364511
2047,5-9,M1,291103
2047,5-9,M2,270767
2047,5-9,M3,246290
2047,50-54,M1,414789
2047,50-54,M2,385024
2047,50-54,M3,349497
2047,55-59,M1,421887
2047,55-59,M2,399677
2047,55-59,M3,374389
2047,60-64,M1,445522
2047,60-64,M2,429836
2047,60-64,M3,413759
2047,65-69,M1,435816
2047,65-69,M2,426050
2047,65-69,M3,416173
2047,70-74,M1,366562
2047,70-74,M2,359904
2047,70-74,M3,352887
2047,75-79,M1,308025
2047,75-79,M2,303084
2047,75-79,M3,297953
2047,80-84,M1,238730
2047,80-84,M2,235514
2047,80-84,M3,232282
2047,85+,M1,276228
2047,85+,M2,273187
2047,85+,M3,270188
2048,0-4,M1,288756
2048,0-4,M2,266586
2048,0-4,M3,238267
2048,10-14,M1,294731
2048,10-14,M2,275110
2048,10-14,M3,252390
2048,15-19,M1,307699
2048,15-19,M2,287104
2048,15-19,M3,262478
2048,20-24,M1,328096
2048,20-24,M2,304728
2048,20-24,M3,273090
2048,25-29,M1,369089
2048,25-29,M2,341181
2048,25-29,M3,301901
2048,30-34,M1,430047
2048,30-34,M2,396020
2048,30-34,M3,349034
2048,35-39,M1,487445
2048,35-39,M2,448364
2048,35-39,M3,396432
2048,40-44,M1,478818
2048,40-44,M2,436636
2048,40-44,M3,383137
2048,45-49,M1,452440
2048,45-49,M2,413730
2048,45-49,M3,365919
2048,5-9,M1,293859
2048,5-9,M2,272606
2048,5-9,M3,246758
2048,50-54,M1,421089
2048,50-54,M2,389434
2048,50-54,M3,351484
2048,55-59,M1,419639
2048,55-59,M2,395557
2048,55-59,M3,367827
2048,60-64,M1,439387
2048,60-64,M2,422246
2048,60-64,M3,404257
2048,65-69,M1,446838
2048,65-69,M2,435744
2048,65-69,M3,424631
2048,70-74,M1,371027
2048,70-74,M2,363983
2048,70-74,M3,356482
2048,75-79,M1,317478
2048,75-79,M2,312175
2048,75-79,M3,306649
2048,80-84,M1,244035
2048,80-84,M2,240549
2048,80-84,M3,237007
2048,85+,M1,287272
2048,85+,M2,283942
2048,85+,M3,280659
2049,0-4,M1,288192
2049,0-4,M2,265348
2049,0-4,M3,235981
2049,10-14,M1,295725
2049,10-14,M2,275151
2049,10-14,M3,251051
2049,15-19,M1,307258
2049,15-19,M2,285648
2049,15-19,M3,259659
2049,20-24,M1,325762
2049,20-24,M2,301196
2049,20-24,M3,268337
2049,25-29,M1,365501
2049,25-29,M2,336994
2049,25-29,M3,296995
2049,30-34,M1,422070
2049,30-34,M2,387247
2049,30-34,M3,339134
2049,35-39,M1,485000
2049,35-39,M2,445130
2049,35-39,M3,391504
2049,40-44,M1,489716
2049,40-44,M2,445849
2049,40-44,M3,389902
2049,45-49,M1,458592
2049,45-49,M2,418222
2049,45-49,M3,367858
2049,5-9,M1,296158
2049,5-9,M2,274034
2049,5-9,M3,246860
2049,50-54,M1,429728
2049,50-54,M2,396187
2049,50-54,M3,355852
2049,55-59,M1,418380
2049,55-59,M2,392429
2049,55-59,M3,362246
2049,60-64,M1,433150
2049,60-64,M2,414443
2049,60-64,M3,394367
2049,65-69,M1,451444
2049,65-69,M2,438860
2049,65-69,M3,426333
2049,70-74,M1,380049
2049,70-74,M2,372599
2049,70-74,M3,364596
2049,75-79,M1,326275
2049,75-79,M2,320610
2049,75-79,M3,314686
2049,80-84,M1,248857
2049,80-84,M2,245089
2049,80-84,M3,241216
2049,85+,M1,298569
2049,85+,M2,294926
2049,85+,M3,291337
2050,0-4,M1,287068
2050,0-4,M2,263585
2050,0-4,M3,233228
2050,10-14,M1,297217
2050,10-14,M2,275702
2050,10-14,M3,250225
2050,15-19,M1,307108
2050,15-19,M2,284479
2050,15-19,M3,257059
2050,20-24,M1,323711
2050,20-24,M2,298032
2050,20-24,M3,263927
2050,25-29,M1,362398
2050,25-29,M2,333126
2050,25-29,M3,292357
2050,30-34,M1,414453
2050,30-34,M2,378897
2050,30-34,M3,329843
2050,35-39,M1,480012
2050,35-39,M2,439257
2050,35-39,M3,384014
2050,40-44,M1,500216
2050,40-44,M2,454920
2050,40-44,M3,396606
2050,45-49,M1,465013
2050,45-49,M2,422961
2050,45-49,M3,370107
2050,5-9,M1,297916
2050,5-9,M2,274967
2050,5-9,M3,246523
2050,50-54,M1,438245
2050,50-54,M2,402869
2050,50-54,M3,360098
2050,55-59,M1,417097
2050,55-59,M2,389279
2050,55-59,M3,356635
2050,60-64,M1,430168
2050,60-64,M2,409807
2050,60-64,M3,387469
2050,65-69,M1,448713
2050,65-69,M2,434722
2050,65-69,M3,420669
2050,70-74,M1,393785
2050,70-74,M2,385656
2050,70-74,M3,377066
2050,75-79,M1,332550
2050,75-79,M2,326524
2050,75-79,M3,320187
2050,80-84,M1,255244
2050,80-84,M2,251178
2050,80-84,M3,246951
2050,85+,M1,310677
2050,85+,M2,306695
2050,85+,M3,302783
2051,0-4,M1,285422
2051,0-4,M2,261325
2051,0-4,M3,230045
2051,10-14,M1,299174
2051,10-14,M2,276727
2051,10-14,M3,249878
2051,15-19,M1,307181
2051,15-19,M2,283535
2051,15-19,M3,254675
2051,20-24,M1,321962
2051,20-24,M2,295249
2051,20-24,M3,259938
2051,25-29,M1,360979
2051,25-29,M2,330788
2051,25-29,M3,289083
2051,30-34,M1,406530
2051,30-34,M2,370310
2051,30-34,M3,320419
2051,35-39,M1,474048
2051,35-39,M2,432338
2051,35-39,M3,375496
2051,40-44,M1,509218
2051,40-44,M2,462715
2051,40-44,M3,402238
2051,45-49,M1,473030
2051,45-49,M2,429280
2051,45-49,M3,373974
2051,5-9,M1,299118
2051,5-9,M2,275391
2051,5-9,M3,245728
2051,50-54,M1,444872
2051,50-54,M2,407712
2051,50-54,M3,362499
2051,55-59,M1,416464
2051,55-59,M2,386775
2051,55-59,M3,351683
2051,60-64,M1,427375
2051,60-64,M2,405268
2051,60-64,M3,380585
2051,65-69,M1,444701
2051,65-69,M2,429380
2051,65-69,M3,413767
2051,70-74,M1,407879
2051,70-74,M2,398815
2051,70-74,M3,389373
2051,75-79,M1,338613
2051,75-79,M2,332225
2051,75-79,M3,325465
2051,80-84,M1,262921
2051,80-84,M2,258549
2051,80-84,M3,253970
2051,85+,M1,321685
2051,85+,M2,317350
2051,85+,M3,313080
2052,0-4,M1,283308
2052,0-4,M2,258623
2052,0-4,M3,226472
2052,10-14,M1,301565
2052,10-14,M2,278201
2052,10-14,M3,249982
2052,15-19,M1,307483
2052,15-19,M2,282815
2052,15-19,M3,252514
2052,20-24,M1,320688
2052,20-24,M2,292987
2052,20-24,M3,256440
2052,25-29,M1,357411
2052,25-29,M2,326199
2052,25-29,M3,283462
2052,30-34,M1,402311
2052,30-34,M2,365499
2052,30-34,M3,314879
2052,35-39,M1,466390
2052,35-39,M2,423727
2052,35-39,M3,365380
2052,40-44,M1,514798
2052,40-44,M2,467246
2052,40-44,M3,404713
2052,45-49,M1,481510
2052,45-49,M2,436048
2052,45-49,M3,378351
2052,5-9,M1,299725
2052,5-9,M2,275249
2052,5-9,M3,244425
2052,50-54,M1,451209
2052,50-54,M2,412311
2052,50-54,M3,364619
2052,55-59,M1,419064
2052,55-59,M2,387504
2052,55-59,M3,349978
2052,60-64,M1,424620
2052,60-64,M2,400669
2052,60-64,M3,373575
2052,65-69,M1,439708
2052,65-69,M2,423058
2052,65-69,M3,405756
2052,70-74,M1,421167
2052,70-74,M2,410994
2052,70-74,M3,400527
2052,75-79,M1,343183
2052,75-79,M2,336420
2052,75-79,M3,329226
2052,80-84,M1,272001
2052,80-84,M2,267309
2052,80-84,M3,262380
2052,85+,M1,333017
2052,85+,M2,328313
2052,85+,M3,323652
2053,0-4,M1,280896
2053,0-4,M2,255636
2053,0-4,M3,222667
2053,10-14,M1,304319
2053,10-14,M2,280039
2053,10-14,M3,250451
2053,15-19,M1,307869
2053,15-19,M2,282231
2053,15-19,M3,250534
2053,20-24,M1,319863
2053,20-24,M2,291156
2053,20-24,M3,253312
2053,25-29,M1,353166
2053,25-29,M2,320850
2053,25-29,M3,276985
2053,30-34,M1,400331
2053,30-34,M2,362918
2053,30-34,M3,311576
2053,35-39,M1,458107
2053,35-39,M2,414575
2053,35-39,M3,354915
2053,40-44,M1,515112
2053,40-44,M2,466642
2053,40-44,M3,402241
2053,45-49,M1,492690
2053,45-49,M2,445527
2053,45-49,M3,385404
2053,5-9,M1,299765
2053,5-9,M2,274581
2053,5-9,M3,242652
2053,50-54,M1,456846
2053,50-54,M2,416255
2053,50-54,M3,366053
2053,55-59,M1,425368
2053,55-59,M2,391933
2053,55-59,M3,352000
2053,60-64,M1,422496
2053,60-64,M2,396693
2053,60-64,M3,367190
2053,65-69,M1,433879
2053,65-69,M2,415804
2053,65-69,M3,396627
2053,70-74,M1,431958
2053,70-74,M2,420504
2053,70-74,M3,408841
2053,75-79,M1,347734
2053,75-79,M2,340606
2053,75-79,M3,332957
2053,80-84,M1,280845
2053,80-84,M2,275823
2053,80-84,M3,270541
2053,85+,M1,344324
2053,85+,M2,339224
2053,85+,M3,334142
2054,0-4,M1,278368
2054,0-4,M2,252548
2054,0-4,M3,218802
2054,10-14,M1,306619
2054,10-14,M2,281467
2054,10-14,M3,250554
2054,15-19,M1,308864
2054,15-19,M2,282272
2054,15-19,M3,249197
2054,20-24,M1,319428
2054,20-24,M2,289704
2054,20-24,M3,250496
2054,25-29,M1,350838
2054,25-29,M2,317325
2054,25-29,M3,272242
2054,30-34,M1,396756
2054,30-34,M2,358746
2054,30-34,M3,306683
2054,35-39,M1,450157
2054,35-39,M2,405826
2054,35-39,M3,345039
2054,40-44,M1,512690
2054,40-44,M2,463429
2054,40-44,M3,397338
2054,45-49,M1,503578
2054,45-49,M2,454729
2054,45-49,M3,392165
2054,5-9,M1,299203
2054,5-9,M2,273344
2054,5-9,M3,240368
2054,50-54,M1,463004
2054,50-54,M2,420762
2054,50-54,M3,368016
2054,55-59,M1,433985
2054,55-59,M2,398675
2054,55-59,M3,356374
2054,60-64,M1,421334
2054,60-64,M2,393684
2054,60-64,M3,361761
2054,65-69,M1,427939
2054,65-69,M2,408332
2054,65-69,M3,387109
2054,70-74,M1,436586
2054,70-74,M2,423695
2054,70-74,M3,410669
2054,75-79,M1,356583
2054,75-79,M2,349072
2054,75-79,M3,340944
2054,80-84,M1,289057
2054,80-84,M2,283705
2054,80-84,M3,278064
2054,85+,M1,355429
2054,85+,M2,349911
2054,85+,M3,344377
2055,0-4,M1,275787
2055,0-4,M2,249414
2055,0-4,M3,214926
2055,10-14,M1,308377
2055,10-14,M2,282402
2055,10-14,M3,250219
2055,15-19,M1,310358
2055,15-19,M2,282824
2055,15-19,M3,248372
2055,20-24,M1,319282
2055,20-24,M2,288539
2055,20-24,M3,247902
2055,25-29,M1,348798
2055,25-29,M2,314171
2055,25-29,M3,267843
2055,30-34,M1,393662
2055,30-34,M2,354888
2055,30-34,M3,302057
2055,35-39,M1,442563
2055,35-39,M2,397498
2055,35-39,M3,335772
2055,40-44,M1,507733
2055,40-44,M2,457586
2055,40-44,M3,389879
2055,45-49,M1,514068
2055,45-49,M2,463794
2055,45-49,M3,398867
2055,5-9,M1,298081
2055,5-9,M2,271581
2055,5-9,M3,237617
2055,50-54,M1,469432
2055,50-54,M2,425511
2055,50-54,M3,370286
2055,55-59,M1,442482
2055,55-59,M2,405349
2055,55-59,M3,360631
2055,60-64,M1,420164
2055,60-64,M2,390667
2055,60-64,M3,356313
2055,65-69,M1,425182
2055,65-69,M2,403952
2055,65-69,M3,380513
2055,70-74,M1,434203
2055,70-74,M2,419952
2055,70-74,M3,405454
2055,75-79,M1,369882
2055,75-79,M2,361732
2055,75-79,M3,353042
2055,80-84,M1,295100
2055,80-84,M2,289420
2055,80-84,M3,283410
2055,85+,M1,368513
2055,85+,M2,362546
2055,85+,M3,356536
2056,0-4,M1,273226
2056,0-4,M2,246308
2056,0-4,M3,211100
2056,10-14,M1,309580
2056,10-14,M2,282826
2056,10-14,M3,249424
2056,15-19,M1,312314
2056,15-19,M2,283851
2056,15-19,M3,248026
2056,20-24,M1,319358
2056,20-24,M2,287599
2056,20-24,M3,245522
2056,25-29,M1,347054
2056,25-29,M2,311396
2056,25-29,M3,263862
2056,30-34,M1,392254
2056,30-34,M2,352558
2056,30-34,M3,298794
2056,35-39,M1,434662
2056,35-39,M2,388935
2056,35-39,M3,326374
2056,40-44,M1,501798
2056,40-44,M2,450698
2056,40-44,M3,381394
2056,45-49,M1,523065
2056,45-49,M2,471588
2056,45-49,M3,404500
2056,5-9,M1,296438
2056,5-9,M2,269321
2056,5-9,M3,234436
2056,50-54,M1,477440
2056,50-54,M2,431826
2056,50-54,M3,374160
2056,55-59,M1,449105
2056,55-59,M2,410201
2056,55-59,M3,363054
2056,60-64,M1,419634
2056,60-64,M2,388290
2056,60-64,M3,351513
2056,65-69,M1,422613
2056,65-69,M2,399667
2056,65-69,M3,373930
2056,70-74,M1,430604
2056,70-74,M2,415069
2056,70-74,M3,399063
2056,75-79,M1,383493
2056,75-79,M2,374453
2056,75-79,M3,364958
2056,80-84,M1,300972
2056,80-84,M2,294961
2056,80-84,M3,288566
2056,85+,M1,381710
2056,85+,M2,375278
2056,85+,M3,368766
2057,0-4,M1,270769
2057,0-4,M2,243306
2057,0-4,M3,207401
2057,10-14,M1,310188
2057,10-14,M2,282683
2057,10-14,M3,248120
2057,15-19,M1,314705
2057,15-19,M2,285328
2057,15-19,M3,248133
2057,20-24,M1,319665
2057,20-24,M2,286884
2057,20-24,M3,243365
2057,25-29,M1,345786
2057,25-29,M2,309139
2057,25-29,M3,260372
2057,30-34,M1,388700
2057,30-34,M2,347979
2057,30-34,M3,293185
2057,35-39,M1,430458
2057,35-39,M2,384142
2057,35-39,M3,320848
2057,40-44,M1,494176
2057,40-44,M2,442120
2057,40-44,M3,371315
2057,45-49,M1,528648
2057,45-49,M2,476121
2057,45-49,M3,406985
2057,5-9,M1,294327
2057,5-9,M2,266619
2057,5-9,M3,230863
2057,50-54,M1,485913
2057,50-54,M2,438593
2057,50-54,M3,378542
2057,55-59,M1,455448
2057,55-59,M2,414816
2057,55-59,M3,365211
2057,60-64,M1,422290
2057,60-64,M2,389099
2057,60-64,M3,349910
2057,65-69,M1,420076
2057,65-69,M2,395319
2057,65-69,M3,367219
2057,70-74,M1,426073
2057,70-74,M2,409250
2057,70-74,M3,391606
2057,75-79,M1,396321
2057,75-79,M2,386226
2057,75-79,M3,375763
2057,80-84,M1,305604
2057,80-84,M2,299252
2057,80-84,M3,292459
2057,85+,M1,396297
2057,85+,M2,389387
2057,85+,M3,382354
